id,model,connectance_mod,complexity_mod,distance_mod,basal_mod,top_mod,S1_mod,S2_mod,S4_mod,S5_mod
3259,cascade,0.12,0.9238256649985975,4.0,3.0,4.0,57.0,17.0,61.0,46.0
3259,hierarchy,0.1375,0.9381087302725233,1.0,2.0,0.0,60.0,7.0,30.0,32.0
3259,maxent,0.125,0.921596100536481,2.0,3.0,6.0,38.0,17.0,95.0,52.0
908,random,0.037396121883656507,0.9746529785267454,2.0,8.0,4.0,71.0,2.0,21.0,30.0
908,niche,0.029375,0.9655669838726616,2.0,19.0,8.0,28.0,3.0,12.0,49.0
908,cascade,0.03550295857988166,0.9642821969408909,5.0,13.0,14.0,44.0,1.0,44.0,44.0
908,hierarchy,0.03461330448891293,0.956919483444746,2.0,7.0,12.0,72.0,0.0,63.0,34.0
908,maxent,0.03407247160627366,0.9201217998259428,2.0,17.0,26.0,0.0,0.0,188.0,101.0
23,random,0.04986149584487535,0.9707020933290782,3.0,7.0,5.0,10.0,0.0,4.0,7.0
23,niche,0.08333333333333333,0.9508395428836605,2.0,5.0,4.0,5.0,2.0,3.0,6.0
23,cascade,0.06481481481481481,0.9726495560184711,2.0,5.0,5.0,14.0,1.0,8.0,9.0
23,hierarchy,0.06790123456790123,0.9675570332158173,1.0,2.0,4.0,20.0,1.0,9.0,5.0
23,maxent,0.055401662049861494,0.9346739541005483,2.0,8.0,11.0,0.0,0.0,31.0,15.0
909,random,0.017141108050198958,0.9709043645323365,2.0,10.0,19.0,239.0,7.0,115.0,105.0
909,niche,0.02249307479224377,0.9426396098010962,2.0,36.0,18.0,209.0,7.0,265.0,547.0
909,cascade,0.01753640131788713,0.961258968613465,9.0,22.0,28.0,159.0,12.0,181.0,149.0
909,hierarchy,0.0193,0.9705922511825369,2.0,12.0,12.0,304.0,8.0,164.0,143.0
909,maxent,0.0192,0.9481758096368229,2.0,24.0,76.0,0.0,0.0,1150.0,353.0
946,random,0.0361328125,0.9468309953486169,1.0,2.0,4.0,833.0,28.0,424.0,406.0
946,niche,0.043656509695290856,0.9151910266500717,2.0,25.0,10.0,810.0,122.0,733.0,1488.0
946,cascade,0.03493923611111111,0.9426789281947991,5.0,11.0,15.0,632.0,51.0,725.0,665.0
